Class,Specialization,Type,Name,Spell ID,Canonical ID,Rank,Learned Level,Description,Category,HUD Row,Cooldown,Duration,Resource Cost,Aura ID,Track Mode,Tags,Wowhead Source,Notes
Druid,Restoration,Talent,Natural Shapeshifter,16834,16833,Rank 2/3,,Reduces the mana cost of all shapeshifting by 20%.,Talent Passive,Data only,,,,,Data only,TALENT,https://www.wowhead.com/tbc/spell=16834,Talent: Natural Shapeshifter; tree row 2
Druid,Restoration,Talent,Natural Shapeshifter,16835,16833,Rank 3/3,,Reduces the mana cost of all shapeshifting by 30%.,Talent Passive,Data only,,,,,Data only,TALENT,https://www.wowhead.com/tbc/spell=16835,Talent: Natural Shapeshifter; tree row 2
Druid,Restoration,Talent,Naturalist,17069,17069,Rank 1/5,,Reduces the cast time of your Healing Touch spell by 0.1 sec and increases the damage you deal with physical attacks in all forms by 2%.,Talent Passive,Data only,,,,,Data only,TALENT,https://www.wowhead.com/tbc/spell=17069,Talent: Naturalist; tree row 2
Druid,Restoration,Talent,Naturalist,17070,17069,Rank 2/5,,Reduces the cast time of your Healing Touch spell by 0.2 sec and increases the damage you deal with physical attacks in all forms by 4%.,Talent Passive,Data only,,,,,Data only,TALENT,https://www.wowhead.com/tbc/spell=17070,Talent: Naturalist; tree row 2
Druid,Restoration,Talent,Naturalist,17071,17069,Rank 3/5,,Reduces the cast time of your Healing Touch spell by 0.3 sec and increases the damage you deal with physical attacks in all forms by 6%.,Talent Passive,Data only,,,,,Data only,TALENT,https://www.wowhead.com/tbc/spell=17071,Talent: Naturalist; tree row 2
Druid,Restoration,Talent,Naturalist,17072,17069,Rank 4/5,,Reduces the cast time of your Healing Touch spell by 0.4 sec and increases the damage you deal with physical attacks in all forms by 8%.,Talent Passive,Data only,,,,,Data only,TALENT,https://www.wowhead.com/tbc/spell=17072,Talent: Naturalist; tree row 2
Druid,Restoration,Talent,Naturalist,17073,17069,Rank 5/5,,Reduces the cast time of your Healing Touch spell by 0.5 sec and increases the damage you deal with physical attacks in all forms by 10%.,Talent Passive,Data only,,,,,Data only,TALENT,https://www.wowhead.com/tbc/spell=17073,Talent: Naturalist; tree row 2
Druid,Restoration,Talent,Nature's Focus,17063,17063,Rank 1/5,,"Gives you a 14% chance to avoid interruption caused by damage while casting the Healing Touch, Regrowth and Tranquility spells.",Talent Passive,Data only,,,,,Data only,TALENT,https://www.wowhead.com/tbc/spell=17063,Talent: Nature's Focus; tree row 2
Druid,Restoration,Talent,Nature's Focus,17065,17063,Rank 2/5,,"Gives you a 28% chance to avoid interruption caused by damage while casting the Healing Touch, Regrowth and Tranquility spells.",Talent Passive,Data only,,,,,Data only,TALENT,https://www.wowhead.com/tbc/spell=17065,Talent: Nature's Focus; tree row 2
Druid,Restoration,Talent,Nature's Focus,17066,17063,Rank 3/5,,"Gives you a 42% chance to avoid interruption caused by damage while casting the Healing Touch, Regrowth and Tranquility spells.",Talent Passive,Data only,,,,,Data only,TALENT,https://www.wowhead.com/tbc/spell=17066,Talent: Nature's Focus; tree row 2
Druid,Restoration,Talent,Nature's Focus,17067,17063,Rank 4/5,,"Gives you a 56% chance to avoid interruption caused by damage while casting the Healing Touch, Regrowth and Tranquility spells.",Talent Passive,Data only,,,,,Data only,TALENT,https://www.wowhead.com/tbc/spell=17067,Talent: Nature's Focus; tree row 2
Druid,Restoration,Talent,Nature's Focus,17068,17063,Rank 5/5,,"Gives you a 70% chance to avoid interruption caused by damage while casting the Healing Touch, Regrowth and Tranquility spells.",Talent Passive,Data only,,,,,Data only,TALENT,https://www.wowhead.com/tbc/spell=17068,Talent: Nature's Focus; tree row 2
Druid,Restoration,Talent Ability,Nature's Swiftness,17116,17116,Rank 1/1,,"When activated, your next Nature spell becomes an instant cast spell.",Healing,Utility,180,,,,Cooldown + aura,"HAS_BUFF, HEAL, MAJOR, PVE_PVP",https://www.wowhead.com/tbc/spell=17116,Talent-required | Talent: Nature's Swiftness
Druid,Restoration,Talent Ability,Omen of Clarity,16864,16864,Rank 1/1,,"Imbues the Druid with natural energy. Each of the Druid's melee attacks has a chance of causing the caster to enter a Clearcasting state. The Clearcasting state reduces the Mana, Rage or Energy cost of your next damage or healing spell or offensive ability by 100%. Lasts 30 min.",Utility,Utility,0,1800,120 Mana,,Cooldown,"BUFF, LONG_BUFF, UTILITY",https://www.wowhead.com/tbc/spell=16864,Talent-required | Talent: Omen of Clarity
Druid,Restoration,Talent,Subtlety,17118,17118,Rank 1/5,,Reduces the threat generated by your spells by 4% and reduces the chance your spells will be dispelled by 6%.,Talent Passive,Data only,,,,,Data only,TALENT,https://www.wowhead.com/tbc/spell=17118,Talent: Subtlety; tree row 3
Druid,Restoration,Talent,Subtlety,17119,17118,Rank 2/5,,Reduces the threat generated by your spells by 8% and reduces the chance your spells will be dispelled by 12%.,Talent Passive,Data only,,,,,Data only,TALENT,https://www.wowhead.com/tbc/spell=17119,Talent: Subtlety; tree row 3
Druid,Restoration,Talent,Subtlety,17120,17118,Rank 3/5,,Reduces the threat generated by your spells by 12% and reduces the chance your spells will be dispelled by 18%.,Talent Passive,Data only,,,,,Data only,TALENT,https://www.wowhead.com/tbc/spell=17120,Talent: Subtlety; tree row 3
Druid,Restoration,Talent,Subtlety,17121,17118,Rank 4/5,,Reduces the threat generated by your spells by 16% and reduces the chance your spells will be dispelled by 24%.,Talent Passive,Data only,,,,,Data only,TALENT,https://www.wowhead.com/tbc/spell=17121,Talent: Subtlety; tree row 3
Druid,Restoration,Talent,Subtlety,17122,17118,Rank 5/5,,Reduces the threat generated by your spells by 20% and reduces the chance your spells will be dispelled by 30%.,Talent Passive,Data only,,,,,Data only,TALENT,https://www.wowhead.com/tbc/spell=17122,Talent: Subtlety; tree row 3
Druid,Restoration,Talent Ability,Swiftmend,18562,18562,Rank 1/1,,Consumes a Rejuvenation or Regrowth effect on a friendly target to instantly heal them an amount equal to 12 sec. of Rejuvenation or 18 sec. of Regrowth.,Healing,Utility,15,,16% of base mana,,Cooldown,"HEAL, HEAL_SINGLE, PVE_PVP, ROTATIONAL",https://www.wowhead.com/tbc/spell=18562,Talent-required | Talent: Swiftmend
Druid,Restoration,Talent,Tranquil Spirit,24968,24968,Rank 1/5,,Reduces the mana cost of your Healing Touch and Tranquility spells by 2%.,Talent Passive,Data only,,,,,Data only,TALENT,https://www.wowhead.com/tbc/spell=24968,Talent: Tranquil Spirit; tree row 4
Druid,Restoration,Talent,Tranquil Spirit,24969,24968,Rank 2/5,,Reduces the mana cost of your Healing Touch and Tranquility spells by 4%.,Talent Passive,Data only,,,,,Data only,TALENT,https://www.wowhead.com/tbc/spell=24969,Talent: Tranquil Spirit; tree row 4
Druid,Restoration,Talent,Tranquil Spirit,24970,24968,Rank 3/5,,Reduces the mana cost of your Healing Touch and Tranquility spells by 6%.,Talent Passive,Data only,,,,,Data only,TALENT,https://www.wowhead.com/tbc/spell=24970,Talent: Tranquil Spirit; tree row 4
Druid,Restoration,Talent,Tranquil Spirit,24971,24968,Rank 4/5,,Reduces the mana cost of your Healing Touch and Tranquility spells by 8%.,Talent Passive,Data only,,,,,Data only,TALENT,https://www.wowhead.com/tbc/spell=24971,Talent: Tranquil Spirit; tree row 4
Druid,Restoration,Talent,Tranquil Spirit,24972,24968,Rank 5/5,,Reduces the mana cost of your Healing Touch and Tranquility spells by 10%.,Talent Passive,Data only,,,,,Data only,TALENT,https://www.wowhead.com/tbc/spell=24972,Talent: Tranquil Spirit; tree row 4
Druid,Restoration,Talent Ability,Tree of Life,33891,33891,Rank 1/1,,"Shapeshift into the Tree of Life. While in this form you increase healing received by 25% of your total Spirit for all party members within 45 yards, your movement speed is reduced by 20%, and you can only cast Swiftmend, Innervate, Nature's Swiftness, Rebirth, Barkskin, poison removing and healing over time spells, but the mana cost of these spells is reduced by 20%.
The act of shapeshifting frees the caster of Polymorph and Movement Impairing effects.",Form,Utility,0,,28% of base mana,,Cooldown,"BUFF, PVE, SHAPESHIFT",https://www.wowhead.com/tbc/spell=33891,Talent-required | Talent: Tree of Life
Hunter,Beast Mastery,Talent,Animal Handler,34453,34453,Rank 1/2,,Increases your speed while mounted by 4% and your pet's chance to hit by 2%. The mounted movement speed increase does not stack with other effects.,Talent Passive,Data only,,,,,Data only,TALENT,https://www.wowhead.com/tbc/spell=34453,Talent: Animal Handler; tree row 6
Hunter,Beast Mastery,Talent,Animal Handler,34454,34453,Rank 2/2,,Increases your speed while mounted by 8% and your pet's chance to hit by 4%. The mounted movement speed increase does not stack with other effects.,Talent Passive,Data only,,,,,Data only,TALENT,https://www.wowhead.com/tbc/spell=34454,Talent: Animal Handler; tree row 6
Hunter,Beast Mastery,Talent,Bestial Discipline,19590,19590,Rank 1/2,,Increases the Focus regeneration of your pets by 50%.,Talent Passive,Data only,,,,,Data only,TALENT,https://www.wowhead.com/tbc/spell=19590,Talent: Bestial Discipline; tree row 5
Hunter,Beast Mastery,Talent,Bestial Discipline,19592,19590,Rank 2/2,,Increases the Focus regeneration of your pets by 100%.,Talent Passive,Data only,,,,,Data only,TALENT,https://www.wowhead.com/tbc/spell=19592,Talent: Bestial Discipline; tree row 5
Hunter,Beast Mastery,Talent,Bestial Swiftness,19596,19596,Rank 1/1,,Increases the outdoor movement speed of your pets by 30%.,Talent Passive,Data only,,,,,Data only,TALENT,https://www.wowhead.com/tbc/spell=19596,Talent: Bestial Swiftness; tree row 3
Hunter,Beast Mastery,Talent Ability,Bestial Wrath,19574,19574,Rank 1/1,,"Send your pet into a rage causing 50% additional damage for 18 sec. While enraged, the beast does not feel pity or remorse or fear and it cannot be stopped unless killed.",Offensive,Main,120,18,10% of base mana,,Cooldown + aura,"DPS, HAS_BUFF, MAJOR, PET",https://www.wowhead.com/tbc/spell=19574,Talent-required | Talent: Bestial Wrath
Hunter,Beast Mastery,Talent,Catlike Reflexes,34462,34462,Rank 1/3,,Increases your chance to dodge by 1% and your pet's chance to dodge by an additional 3%.,Talent Passive,Data only,,,,,Data only,TALENT,https://www.wowhead.com/tbc/spell=34462,Talent: Catlike Reflexes; tree row 7
Hunter,Beast Mastery,Talent,Catlike Reflexes,34464,34462,Rank 2/3,,Increases your chance to dodge by 2% and your pet's chance to dodge by an additional 6%.,Talent Passive,Data only,,,,,Data only,TALENT,https://www.wowhead.com/tbc/spell=34464,Talent: Catlike Reflexes; tree row 7
Hunter,Beast Mastery,Talent,Catlike Reflexes,34465,34462,Rank 3/3,,Increases your chance to dodge by 3% and your pet's chance to dodge by an additional 9%.,Talent Passive,Data only,,,,,Data only,TALENT,https://www.wowhead.com/tbc/spell=34465,Talent: Catlike Reflexes; tree row 7
Hunter,Beast Mastery,Talent,Endurance Training,19583,19583,Rank 1/5,,Increases the Health of your pet by 2% and your total health by 1%.,Talent Passive,Data only,,,,,Data only,TALENT,https://www.wowhead.com/tbc/spell=19583,Talent: Endurance Training; tree row 1
Hunter,Beast Mastery,Talent,Endurance Training,19584,19583,Rank 2/5,,Increases the Health of your pet by 4% and your total health by 2%.,Talent Passive,Data only,,,,,Data only,TALENT,https://www.wowhead.com/tbc/spell=19584,Talent: Endurance Training; tree row 1
Hunter,Beast Mastery,Talent,Endurance Training,19585,19583,Rank 3/5,,Increases the Health of your pet by 6% and your total health by 3%.,Talent Passive,Data only,,,,,Data only,TALENT,https://www.wowhead.com/tbc/spell=19585,Talent: Endurance Training; tree row 1
Hunter,Beast Mastery,Talent,Endurance Training,19586,19583,Rank 4/5,,Increases the Health of your pet by 8% and your total health by 4%.,Talent Passive,Data only,,,,,Data only,TALENT,https://www.wowhead.com/tbc/spell=19586,Talent: Endurance Training; tree row 1
Hunter,Beast Mastery,Talent,Endurance Training,19587,19583,Rank 5/5,,Increases the Health of your pet by 10% and your total health by 5%.,Talent Passive,Data only,,,,,Data only,TALENT,https://www.wowhead.com/tbc/spell=19587,Talent: Endurance Training; tree row 1
Hunter,Beast Mastery,Talent,Ferocious Inspiration,34455,34455,Rank 1/3,,"When your pet scores a critical hit, all party members have all damage increased by 1% for 10 sec.",Talent Passive,Data only,,10,,,Data only,TALENT,https://www.wowhead.com/tbc/spell=34455,Talent: Ferocious Inspiration; tree row 7
Hunter,Beast Mastery,Talent,Ferocious Inspiration,34459,34455,Rank 2/3,,"When your pet scores a critical hit, all party members have all damage increased by 2% for 10 sec.",Talent Passive,Data only,,10,,,Data only,TALENT,https://www.wowhead.com/tbc/spell=34459,Talent: Ferocious Inspiration; tree row 7
Hunter,Beast Mastery,Talent,Ferocious Inspiration,34460,34455,Rank 3/3,,"When your pet scores a critical hit, all party members have all damage increased by 3% for 10 sec.",Talent Passive,Data only,,10,,,Data only,TALENT,https://www.wowhead.com/tbc/spell=34460,Talent: Ferocious Inspiration; tree row 7
Hunter,Beast Mastery,Talent,Ferocity,19598,19598,Rank 1/5,,Increases the critical strike chance of your pet by 2%.,Talent Passive,Data only,,,,,Data only,TALENT,https://www.wowhead.com/tbc/spell=19598,Talent: Ferocity; tree row 4
Hunter,Beast Mastery,Talent,Ferocity,19599,19598,Rank 2/5,,Increases the critical strike chance of your pet by 4%.,Talent Passive,Data only,,,,,Data only,TALENT,https://www.wowhead.com/tbc/spell=19599,Talent: Ferocity; tree row 4
Hunter,Beast Mastery,Talent,Ferocity,19600,19598,Rank 3/5,,Increases the critical strike chance of your pet by 6%.,Talent Passive,Data only,,,,,Data only,TALENT,https://www.wowhead.com/tbc/spell=19600,Talent: Ferocity; tree row 4
Hunter,Beast Mastery,Talent,Ferocity,19601,19598,Rank 4/5,,Increases the critical strike chance of your pet by 8%.,Talent Passive,Data only,,,,,Data only,TALENT,https://www.wowhead.com/tbc/spell=19601,Talent: Ferocity; tree row 4
Hunter,Beast Mastery,Talent,Ferocity,19602,19598,Rank 5/5,,Increases the critical strike chance of your pet by 10%.,Talent Passive,Data only,,,,,Data only,TALENT,https://www.wowhead.com/tbc/spell=19602,Talent: Ferocity; tree row 4
Hunter,Beast Mastery,Talent,Focused Fire,35029,35029,Rank 1/2,,All damage caused by you is increased by 1% while your pet is active and the critical strike chance of your Kill Command ability is increased by 10%.,Talent Passive,Data only,,,,,Data only,TALENT,https://www.wowhead.com/tbc/spell=35029,Talent: Focused Fire; tree row 2
Hunter,Beast Mastery,Talent,Focused Fire,35030,35029,Rank 2/2,,All damage caused by you is increased by 2% while your pet is active and the critical strike chance of your Kill Command ability is increased by 20%.,Talent Passive,Data only,,,,,Data only,TALENT,https://www.wowhead.com/tbc/spell=35030,Talent: Focused Fire; tree row 2
Hunter,Beast Mastery,Talent,Frenzy,19621,19621,Rank 1/5,,Gives your pet a 20% chance to gain a 30% attack speed increase for 8 sec after dealing a critical strike.,Talent Passive,Data only,,8,,,Data only,TALENT,https://www.wowhead.com/tbc/spell=19621,Talent: Frenzy; tree row 6
Hunter,Beast Mastery,Talent,Frenzy,19622,19621,Rank 2/5,,Gives your pet a 40% chance to gain a 30% attack speed increase for 8 sec after dealing a critical strike.,Talent Passive,Data only,,8,,,Data only,TALENT,https://www.wowhead.com/tbc/spell=19622,Talent: Frenzy; tree row 6
Hunter,Beast Mastery,Talent,Frenzy,19623,19621,Rank 3/5,,Gives your pet a 60% chance to gain a 30% attack speed increase for 8 sec after dealing a critical strike.,Talent Passive,Data only,,8,,,Data only,TALENT,https://www.wowhead.com/tbc/spell=19623,Talent: Frenzy; tree row 6
Hunter,Beast Mastery,Talent,Frenzy,19624,19621,Rank 4/5,,Gives your pet a 80% chance to gain a 30% attack speed increase for 8 sec after dealing a critical strike.,Talent Passive,Data only,,8,,,Data only,TALENT,https://www.wowhead.com/tbc/spell=19624,Talent: Frenzy; tree row 6
Hunter,Beast Mastery,Talent,Frenzy,19625,19621,Rank 5/5,,Gives your pet a 100% chance to gain a 30% attack speed increase for 8 sec after dealing a critical strike.,Talent Passive,Data only,,8,,,Data only,TALENT,https://www.wowhead.com/tbc/spell=19625,Talent: Frenzy; tree row 6
Hunter,Beast Mastery,Talent,Improved Aspect of the Hawk,19552,19552,Rank 1/5,,"While Aspect of the Hawk is active, all normal ranged attacks have a 10% chance of increasing ranged attack speed by 3% for 12 sec.",Talent Passive,Data only,,12,,,Data only,TALENT,https://www.wowhead.com/tbc/spell=19552,Talent: Improved Aspect of the Hawk; tree row 1
Hunter,Beast Mastery,Talent,Improved Aspect of the Hawk,19553,19552,Rank 2/5,,"While Aspect of the Hawk is active, all normal ranged attacks have a 10% chance of increasing ranged attack speed by 6% for 12 sec.",Talent Passive,Data only,,12,,,Data only,TALENT,https://www.wowhead.com/tbc/spell=19553,Talent: Improved Aspect of the Hawk; tree row 1
Hunter,Beast Mastery,Talent,Improved Aspect of the Hawk,19554,19552,Rank 3/5,,"While Aspect of the Hawk is active, all normal ranged attacks have a 10% chance of increasing ranged attack speed by 9% for 12 sec.",Talent Passive,Data only,,12,,,Data only,TALENT,https://www.wowhead.com/tbc/spell=19554,Talent: Improved Aspect of the Hawk; tree row 1
Hunter,Beast Mastery,Talent,Improved Aspect of the Hawk,19555,19552,Rank 4/5,,"While Aspect of the Hawk is active, all normal ranged attacks have a 10% chance of increasing ranged attack speed by 12% for 12 sec.",Talent Passive,Data only,,12,,,Data only,TALENT,https://www.wowhead.com/tbc/spell=19555,Talent: Improved Aspect of the Hawk; tree row 1
Hunter,Beast Mastery,Talent,Improved Aspect of the Hawk,19556,19552,Rank 5/5,,"While Aspect of the Hawk is active, all normal ranged attacks have a 10% chance of increasing ranged attack speed by 15% for 12 sec.",Talent Passive,Data only,,12,,,Data only,TALENT,https://www.wowhead.com/tbc/spell=19556,Talent: Improved Aspect of the Hawk; tree row 1
Hunter,Beast Mastery,Talent,Improved Aspect of the Monkey,19549,19549,Rank 1/3,,Increases the Dodge bonus of your Aspect of the Monkey by 2%.,Talent Passive,Data only,,,,,Data only,TALENT,https://www.wowhead.com/tbc/spell=19549,Talent: Improved Aspect of the Monkey; tree row 2
Hunter,Beast Mastery,Talent,Improved Aspect of the Monkey,19550,19549,Rank 2/3,,Increases the Dodge bonus of your Aspect of the Monkey by 4%.,Talent Passive,Data only,,,,,Data only,TALENT,https://www.wowhead.com/tbc/spell=19550,Talent: Improved Aspect of the Monkey; tree row 2
Hunter,Beast Mastery,Talent,Improved Aspect of the Monkey,19551,19549,Rank 3/3,,Increases the Dodge bonus of your Aspect of the Monkey by 6%.,Talent Passive,Data only,,,,,Data only,TALENT,https://www.wowhead.com/tbc/spell=19551,Talent: Improved Aspect of the Monkey; tree row 2
Hunter,Beast Mastery,Talent,Improved Mend Pet,19572,19572,Rank 1/2,,"Reduces the mana cost of your Mend Pet spell by 10% and gives the Mend Pet spell a 25% chance of cleansing 1 Curse, Disease, Magic or Poison effect from the pet each tick.",Talent Passive,Data only,,,,,Data only,TALENT,https://www.wowhead.com/tbc/spell=19572,Talent: Improved Mend Pet; tree row 4
Hunter,Beast Mastery,Talent,Improved Mend Pet,19573,19572,Rank 2/2,,"Reduces the mana cost of your Mend Pet spell by 20% and gives the Mend Pet spell a 50% chance of cleansing 1 Curse, Disease, Magic or Poison effect from the pet each tick.",Talent Passive,Data only,,,,,Data only,TALENT,https://www.wowhead.com/tbc/spell=19573,Talent: Improved Mend Pet; tree row 4
Hunter,Beast Mastery,Talent,Improved Revive Pet,19575,24443,Rank 2/2,,"Revive Pet's casting time is reduced by 6 sec, mana cost is reduced by 40%, and increases the health your pet returns with by an additional 30%.",Talent Passive,Data only,,,,,Data only,TALENT,https://www.wowhead.com/tbc/spell=19575,Talent: Improved Revive Pet; tree row 2
Hunter,Beast Mastery,Talent,Improved Revive Pet,24443,24443,Rank 1/2,,"Revive Pet's casting time is reduced by 3 sec, mana cost is reduced by 20%, and increases the health your pet returns with by an additional 15%.",Talent Passive,Data only,,,,,Data only,TALENT,https://www.wowhead.com/tbc/spell=24443,Talent: Improved Revive Pet; tree row 2
Hunter,Beast Mastery,Talent Ability,Intimidation,19577,19577,Rank 1/1,,"Command your pet to intimidate the target on the next successful melee attack, causing a high amount of threat and stunning the target for 3 sec.",Crowd Control,Utility,60,3,6% of base mana,24394,Cooldown + aura,CC_HARD,https://www.wowhead.com/tbc/spell=19577,Talent-required | Talent: Intimidation
Hunter,Beast Mastery,Talent,Pathfinding,19559,19559,Rank 1/2,,Increases the speed bonus of your Aspect of the Cheetah and Aspect of the Pack by 4%.,Talent Passive,Data only,,,,,Data only,TALENT,https://www.wowhead.com/tbc/spell=19559,Talent: Pathfinding; tree row 3
Hunter,Beast Mastery,Talent,Pathfinding,19560,19559,Rank 2/2,,Increases the speed bonus of your Aspect of the Cheetah and Aspect of the Pack by 8%.,Talent Passive,Data only,,,,,Data only,TALENT,https://www.wowhead.com/tbc/spell=19560,Talent: Pathfinding; tree row 3
Hunter,Beast Mastery,Talent,Serpent's Swiftness,34466,34466,Rank 1/5,,Increases ranged combat attack speed by 4% and your pet's melee attack speed by 4%.,Talent Passive,Data only,,,,,Data only,TALENT,https://www.wowhead.com/tbc/spell=34466,Talent: Serpent's Swiftness; tree row 8
Hunter,Beast Mastery,Talent,Serpent's Swiftness,34467,34466,Rank 2/5,,Increases ranged combat attack speed by 8% and your pet's melee attack speed by 8%.,Talent Passive,Data only,,,,,Data only,TALENT,https://www.wowhead.com/tbc/spell=34467,Talent: Serpent's Swiftness; tree row 8
Hunter,Beast Mastery,Talent,Serpent's Swiftness,34468,34466,Rank 3/5,,Increases ranged combat attack speed by 12% and your pet's melee attack speed by 12%.,Talent Passive,Data only,,,,,Data only,TALENT,https://www.wowhead.com/tbc/spell=34468,Talent: Serpent's Swiftness; tree row 8
Hunter,Beast Mastery,Talent,Serpent's Swiftness,34469,34466,Rank 4/5,,Increases ranged combat attack speed by 16% and your pet's melee attack speed by 16%.,Talent Passive,Data only,,,,,Data only,TALENT,https://www.wowhead.com/tbc/spell=34469,Talent: Serpent's Swiftness; tree row 8
Hunter,Beast Mastery,Talent,Serpent's Swiftness,34470,34466,Rank 5/5,,Increases ranged combat attack speed by 20% and your pet's melee attack speed by 20%.,Talent Passive,Data only,,,,,Data only,TALENT,https://www.wowhead.com/tbc/spell=34470,Talent: Serpent's Swiftness; tree row 8
Hunter,Beast Mastery,Talent,Spirit Bond,19578,19578,Rank 1/2,,"While your pet is active, you and your pet will regenerate 1% of total health every 10 sec.",Talent Passive,Data only,,,,,Data only,TALENT,https://www.wowhead.com/tbc/spell=19578,Talent: Spirit Bond; tree row 5
Hunter,Beast Mastery,Talent,Spirit Bond,20895,19578,Rank 2/2,,"While your pet is active, you and your pet will regenerate 2% of total health every 10 sec.",Talent Passive,Data only,,,,,Data only,TALENT,https://www.wowhead.com/tbc/spell=20895,Talent: Spirit Bond; tree row 5
Hunter,Beast Mastery,Talent,The Beast Within,34692,34692,Rank 1/1,,"When your pet is under the effects of Bestial Wrath, you also go into a rage causing 10% additional damage and reducing mana costs of all spells by 20% for 18 sec. While enraged, you do not feel pity or remorse or fear and you cannot be stopped unless killed.",Talent Passive,Data only,,18,,,Data only,TALENT,https://www.wowhead.com/tbc/spell=34692,Talent: The Beast Within; tree row 9
Hunter,Beast Mastery,Talent,Thick Hide,19609,19609,Rank 1/3,,Increases the armor rating of your pets by 7% and your armor contribution from items by 4%.,Talent Passive,Data only,,,,,Data only,TALENT,https://www.wowhead.com/tbc/spell=19609,Talent: Thick Hide; tree row 2
Hunter,Beast Mastery,Talent,Thick Hide,19610,19609,Rank 2/3,,Increases the armor rating of your pets by 14% and your armor contribution from items by 7%.,Talent Passive,Data only,,,,,Data only,TALENT,https://www.wowhead.com/tbc/spell=19610,Talent: Thick Hide; tree row 2
Hunter,Beast Mastery,Talent,Thick Hide,19612,19609,Rank 3/3,,Increases the armor rating of your pets by 20% and your armor contribution from items by 10%.,Talent Passive,Data only,,,,,Data only,TALENT,https://www.wowhead.com/tbc/spell=19612,Talent: Thick Hide; tree row 2
Hunter,Beast Mastery,Talent,Unleashed Fury,19616,19616,Rank 1/5,,Increases the damage done by your pets by 4%.,Talent Passive,Data only,,,,,Data only,TALENT,https://www.wowhead.com/tbc/spell=19616,Talent: Unleashed Fury; tree row 3
Hunter,Beast Mastery,Talent,Unleashed Fury,19617,19616,Rank 2/5,,Increases the damage done by your pets by 8%.,Talent Passive,Data only,,,,,Data only,TALENT,https://www.wowhead.com/tbc/spell=19617,Talent: Unleashed Fury; tree row 3
Hunter,Beast Mastery,Talent,Unleashed Fury,19618,19616,Rank 3/5,,Increases the damage done by your pets by 12%.,Talent Passive,Data only,,,,,Data only,TALENT,https://www.wowhead.com/tbc/spell=19618,Talent: Unleashed Fury; tree row 3
Hunter,Beast Mastery,Talent,Unleashed Fury,19619,19616,Rank 4/5,,Increases the damage done by your pets by 16%.,Talent Passive,Data only,,,,,Data only,TALENT,https://www.wowhead.com/tbc/spell=19619,Talent: Unleashed Fury; tree row 3
Hunter,Beast Mastery,Talent,Unleashed Fury,19620,19616,Rank 5/5,,Increases the damage done by your pets by 20%.,Talent Passive,Data only,,,,,Data only,TALENT,https://www.wowhead.com/tbc/spell=19620,Talent: Unleashed Fury; tree row 3
Hunter,Class-wide / Shared,Ability,Arcane Shot,3044,3044,Rank 1,6,An instant shot that causes (Ranged Attack Power * 0.15 + 15) Arcane damage.,Offensive,Main,6,,25 Mana,,Cooldown,"DPS, PVE_PVP, ROTATIONAL",https://www.wowhead.com/tbc/spell=3044,
Hunter,Class-wide / Shared,Ability,Arcane Shot,14281,3044,Rank 2,12,An instant shot that causes (Ranged Attack Power * 0.15 + 23) Arcane damage.,Offensive,Main,6,,35 Mana,,Cooldown,"DPS, PVE_PVP, ROTATIONAL",https://www.wowhead.com/tbc/spell=14281,
Hunter,Class-wide / Shared,Ability,Arcane Shot,14282,3044,Rank 3,20,An instant shot that causes (Ranged Attack Power * 0.15 + 36) Arcane damage.,Offensive,Main,6,,50 Mana,,Cooldown,"DPS, PVE_PVP, ROTATIONAL",https://www.wowhead.com/tbc/spell=14282,
Hunter,Class-wide / Shared,Ability,Arcane Shot,14283,3044,Rank 4,28,An instant shot that causes (Ranged Attack Power * 0.15 + 65) Arcane damage.,Offensive,Main,6,,80 Mana,,Cooldown,"DPS, PVE_PVP, ROTATIONAL",https://www.wowhead.com/tbc/spell=14283,
Hunter,Class-wide / Shared,Ability,Arcane Shot,14284,3044,Rank 5,36,An instant shot that causes (Ranged Attack Power * 0.15 + 91) Arcane damage.,Offensive,Main,6,,105 Mana,,Cooldown,"DPS, PVE_PVP, ROTATIONAL",https://www.wowhead.com/tbc/spell=14284,
Hunter,Class-wide / Shared,Ability,Arcane Shot,14285,3044,Rank 6,44,An instant shot that causes (Ranged Attack Power * 0.15 + 125) Arcane damage and dispels 1 Magic effect.,Offensive,Main,6,,135 Mana,,Cooldown,"DPS, PVE_PVP, ROTATIONAL",https://www.wowhead.com/tbc/spell=14285,
Hunter,Class-wide / Shared,Ability,Arcane Shot,14286,3044,Rank 7,52,An instant shot that causes (Ranged Attack Power * 0.15 + 158) Arcane damage and dispels 1 Magic effect.,Offensive,Main,6,,160 Mana,,Cooldown,"DPS, PVE_PVP, ROTATIONAL",https://www.wowhead.com/tbc/spell=14286,
Hunter,Class-wide / Shared,Ability,Arcane Shot,14287,3044,Rank 8,60,An instant shot that causes (Ranged Attack Power * 0.15 + 200) Arcane damage and dispels 1 Magic effect.,Offensive,Main,6,,190 Mana,,Cooldown,"DPS, PVE_PVP, ROTATIONAL",https://www.wowhead.com/tbc/spell=14287,
Hunter,Class-wide / Shared,Ability,Arcane Shot,27019,3044,Rank 9,69,An instant shot that causes (Ranged Attack Power * 0.15 + 273) Arcane damage and dispels 1 Magic effect.,Offensive,Main,6,,230 Mana,,Cooldown,"DPS, PVE_PVP, ROTATIONAL",https://www.wowhead.com/tbc/spell=27019,
